Date        Time      Moisture Level  Ambient Light  Pump Active  Pump Water Alarm  Plant Water Alarm
03/06/2023  23:04:43  4               12             0            1                 0
03/06/2023  23:04:44  4               12             0            1                 0
03/06/2023  23:04:45  4               12             0            1                 0
03/06/2023  23:04:46  4               13             0            1                 0
03/06/2023  23:04:47  4               12             0            1                 0
03/06/2023  23:04:48  5               13             0            1                 0
03/06/2023  23:04:49  4               12             0            1                 0
03/06/2023  23:04:50  4               13             0            1                 0
03/06/2023  23:04:51  4               12             0            1                 0
03/06/2023  23:04:52  4               12             0            1                 0
03/06/2023  23:04:54  4               13             0            1                 0
03/06/2023  23:04:55  4               13             0            1                 0
03/06/2023  23:04:56  4               12             0            1                 0
03/06/2023  23:04:57  4               13             0            1                 0
03/06/2023  23:04:58  4               13             0            1                 0
03/06/2023  23:04:59  4               13             0            1                 0
03/06/2023  23:05:00  4               12             0            1                 0
03/06/2023  23:05:01  4               12             0            1                 0
03/06/2023  23:05:02  4               13             0            1                 0
03/06/2023  23:05:03  5               12             0            1                 0
03/06/2023  23:05:04  4               13             0            1                 0
03/06/2023  23:05:05  4               12             0            1                 0
03/06/2023  23:05:06  4               13             0            1                 0
03/06/2023  23:05:07  4               13             0            1                 0
03/06/2023  23:05:08  5               12             0            1                 0
03/06/2023  23:05:09  4               13             0            1                 0
03/06/2023  23:05:10  5               13             0            1                 0
03/06/2023  23:05:11  4               13             0            1                 0
03/06/2023  23:05:12  5               12             0            1                 0
03/06/2023  23:05:13  4               13             0            1                 0
03/06/2023  23:05:14  5               13             0            1                 0
03/06/2023  23:05:16  4               13             0            1                 0
03/06/2023  23:05:17  4               13             0            1                 0
03/06/2023  23:05:18  5               13             0            1                 0
03/06/2023  23:05:19  4               13             0            1                 0
03/06/2023  23:05:20  4               13             0            1                 0
03/06/2023  23:05:21  5               13             0            1                 0
03/06/2023  23:05:22  5               12             0            1                 0
03/06/2023  23:05:23  5               12             0            1                 0
03/06/2023  23:05:24  5               13             0            1                 0
03/06/2023  23:05:25  4               12             0            1                 0
03/06/2023  23:05:26  5               13             0            1                 0
03/06/2023  23:05:27  4               13             0            1                 0
03/06/2023  23:05:28  5               13             0            1                 0
03/06/2023  23:05:29  4               13             0            1                 0
03/06/2023  23:05:30  5               13             0            1                 0
03/06/2023  23:05:31  5               13             0            1                 0
03/06/2023  23:05:32  5               13             0            1                 0
03/06/2023  23:05:33  5               13             0            1                 0
03/06/2023  23:05:34  5               13             0            1                 0
03/06/2023  23:05:35  5               13             0            1                 0
03/06/2023  23:05:36  5               13             0            1                 0
03/06/2023  23:05:37  5               13             0            1                 0
03/06/2023  23:05:39  5               13             0            1                 0
03/06/2023  23:05:40  5               13             0            1                 0
03/06/2023  23:05:41  5               13             0            1                 0
03/06/2023  23:05:42  5               13             0            1                 0
03/06/2023  23:05:43  5               13             0            1                 0
03/06/2023  23:05:44  5               13             0            1                 0
03/06/2023  23:05:45  5               13             0            1                 0
03/06/2023  23:05:46  4               13             0            1                 0
03/06/2023  23:05:47  5               13             0            1                 0
03/06/2023  23:05:48  5               13             0            1                 0
03/06/2023  23:05:49  5               13             0            1                 0
03/06/2023  23:05:50  5               13             0            1                 0
03/06/2023  23:05:51  5               13             0            1                 0
03/06/2023  23:05:52  5               13             0            1                 0
03/06/2023  23:05:53  5               13             0            1                 0
03/06/2023  23:05:54  5               13             0            1                 0
03/06/2023  23:05:55  5               13             0            1                 0
03/06/2023  23:05:56  5               13             0            1                 0
03/06/2023  23:05:58  5               13             0            1                 0
03/06/2023  23:05:59  5               13             0            1                 0
03/06/2023  23:06:01  5               13             0            1                 0
03/06/2023  23:06:02  5               13             0            1                 0
03/06/2023  23:06:03  4               13             0            1                 0
03/06/2023  23:06:04  5               13             0            1                 0
03/06/2023  23:06:05  5               13             0            1                 0
03/06/2023  23:06:06  5               13             0            1                 0
03/06/2023  23:06:07  5               13             0            1                 0
03/06/2023  23:06:08  5               13             0            1                 0
03/06/2023  23:06:09  5               13             0            1                 0
03/06/2023  23:06:10  5               13             0            1                 0
03/06/2023  23:06:11  5               13             0            1                 0
03/06/2023  23:06:12  5               13             0            1                 0
03/06/2023  23:06:13  5               13             0            1                 0
03/06/2023  23:06:14  5               13             0            1                 0
03/06/2023  23:06:15  5               13             0            1                 0
03/06/2023  23:06:16  5               13             0            1                 0
03/06/2023  23:06:17  5               13             0            1                 0
03/06/2023  23:06:18  5               13             0            1                 0
03/06/2023  23:06:19  5               13             0            1                 0
03/06/2023  23:06:20  5               13             0            1                 0
03/06/2023  23:06:21  5               13             0            1                 0
03/06/2023  23:06:22  5               13             0            1                 0
03/06/2023  23:06:24  5               13             0            1                 0
03/06/2023  23:06:25  5               13             0            1                 0
03/06/2023  23:06:26  5               13             0            1                 0
03/06/2023  23:06:27  5               13             0            1                 0
03/06/2023  23:06:28  5               13             0            1                 0
03/06/2023  23:06:29  5               13             0            1                 0
03/06/2023  23:06:30  5               13             0            1                 0
03/06/2023  23:06:31  5               13             0            1                 0
03/06/2023  23:06:32  5               13             0            1                 0
03/06/2023  23:06:33  5               13             0            1                 0
03/06/2023  23:06:34  5               13             0            1                 0
03/06/2023  23:06:35  5               13             0            1                 0
03/06/2023  23:06:36  5               13             0            1                 0
03/06/2023  23:06:37  5               13             0            1                 0
03/06/2023  23:06:38  5               13             0            1                 0
03/06/2023  23:06:39  5               13             0            1                 0
03/06/2023  23:06:40  5               13             0            1                 0
03/06/2023  23:06:41  5               13             0            1                 0
03/06/2023  23:06:42  5               13             0            1                 0
03/06/2023  23:06:43  5               13             0            1                 0
03/06/2023  23:06:44  5               13             0            1                 0
03/06/2023  23:06:46  5               13             0            1                 0
03/06/2023  23:06:47  5               13             0            1                 0
03/06/2023  23:06:48  5               13             0            1                 0
03/06/2023  23:06:49  5               13             0            1                 0
03/06/2023  23:06:50  5               13             0            1                 0
03/06/2023  23:06:51  5               13             0            1                 0
03/06/2023  23:06:52  5               13             0            1                 0
03/06/2023  23:06:53  5               13             0            1                 0
03/06/2023  23:06:54  5               13             0            1                 0
03/06/2023  23:06:55  5               13             0            1                 0
03/06/2023  23:06:56  5               13             0            1                 0
03/06/2023  23:06:57  5               13             0            1                 0
03/06/2023  23:06:58  5               13             0            1                 0
03/06/2023  23:06:59  5               13             0            1                 0
03/06/2023  23:07:00  5               13             0            1                 0
03/06/2023  23:07:01  5               13             0            1                 0
03/06/2023  23:07:02  5               13             0            1                 0
03/06/2023  23:07:03  5               13             0            1                 0
03/06/2023  23:07:04  5               13             0            1                 0
03/06/2023  23:07:05  5               13             0            1                 0
03/06/2023  23:07:06  5               13             0            1                 0
03/06/2023  23:07:07  5               13             0            1                 0
03/06/2023  23:07:09  5               13             0            1                 0
03/06/2023  23:07:10  5               13             0            1                 0
03/06/2023  23:07:11  5               13             0            1                 0
03/06/2023  23:07:12  5               13             0            1                 0
03/06/2023  23:07:13  5               13             0            1                 0
03/06/2023  23:07:14  5               13             0            1                 0
03/06/2023  23:07:15  5               13             0            1                 0
03/06/2023  23:07:16  5               13             0            1                 0
03/06/2023  23:07:17  5               13             0            1                 0
03/06/2023  23:07:18  5               13             0            1                 0
03/06/2023  23:07:19  5               14             0            1                 0
03/06/2023  23:07:21  5               13             0            1                 0
03/06/2023  23:07:22  5               13             0            1                 0
03/06/2023  23:07:23  5               13             0            1                 0
03/06/2023  23:07:24  5               13             0            1                 0
03/06/2023  23:07:24  5               14             0            1                 0
03/06/2023  23:07:25  5               13             0            1                 0
03/06/2023  23:07:26  5               13             0            1                 0
03/06/2023  23:07:27  5               13             0            1                 0
03/06/2023  23:07:28  5               13             0            1                 0
03/06/2023  23:07:29  5               13             0            1                 0
03/06/2023  23:07:30  5               13             0            1                 0
03/06/2023  23:07:31  5               13             0            1                 0
03/06/2023  23:07:33  5               13             0            1                 0
03/06/2023  23:07:34  5               14             0            1                 0
03/06/2023  23:07:35  5               13             0            1                 0
03/06/2023  23:07:36  5               14             0            1                 0
03/06/2023  23:07:37  5               13             0            1                 0
03/06/2023  23:07:38  5               13             0            1                 0
03/06/2023  23:07:39  5               13             0            1                 0
03/06/2023  23:07:40  5               13             0            1                 0
03/06/2023  23:07:41  5               13             0            1                 0
03/06/2023  23:07:42  5               13             0            1                 0
03/06/2023  23:07:43  5               14             0            1                 0
03/06/2023  23:07:44  5               14             0            1                 0
03/06/2023  23:07:45  5               14             0            1                 0
03/06/2023  23:07:46  5               13             0            1                 0
03/06/2023  23:07:48  5               13             0            1                 0
03/06/2023  23:07:50  4               13             0            1                 0
03/06/2023  23:07:52  5               13             0            1                 0
03/06/2023  23:07:53  4               13             0            1                 0
03/06/2023  23:07:54  4               13             0            1                 0
03/06/2023  23:07:57  5               13             0            1                 0
03/06/2023  23:07:58  5               13             0            1                 0
03/06/2023  23:07:59  5               13             0            1                 0
03/06/2023  23:08:00  5               13             0            1                 0
03/06/2023  23:08:01  5               13             0            1                 0
03/06/2023  23:08:02  5               13             0            1                 0
03/06/2023  23:08:03  5               13             0            1                 0
03/06/2023  23:08:04  5               13             0            1                 0
03/06/2023  23:08:05  5               13             0            1                 0
03/06/2023  23:08:06  5               13             0            1                 0
03/06/2023  23:08:07  5               13             0            1                 0
03/06/2023  23:08:08  5               13             0            1                 0
03/06/2023  23:08:09  5               13             0            1                 0
03/06/2023  23:08:10  5               13             0            1                 0
03/06/2023  23:08:11  5               13             0            1                 0
03/06/2023  23:08:12  5               13             0            1                 0
03/06/2023  23:08:13  5               13             0            1                 0
03/06/2023  23:08:14  5               13             0            1                 0
03/06/2023  23:08:15  5               13             0            1                 0
03/06/2023  23:08:16  5               13             0            1                 0
03/06/2023  23:08:17  5               13             0            1                 0
03/06/2023  23:08:18  5               13             0            1                 0
03/06/2023  23:08:20  5               13             0            1                 0
03/06/2023  23:08:21  5               14             0            1                 0
03/06/2023  23:08:22  5               13             0            1                 0
03/06/2023  23:08:23  5               13             0            1                 0
03/06/2023  23:08:24  5               13             0            1                 0
03/06/2023  23:08:25  5               13             0            1                 0
03/06/2023  23:08:26  5               13             0            1                 0
03/06/2023  23:08:27  5               13             0            1                 0
03/06/2023  23:08:28  5               13             0            1                 0
03/06/2023  23:08:29  5               13             0            1                 0
03/06/2023  23:08:30  5               14             0            1                 0
03/06/2023  23:08:31  5               14             0            1                 0
03/06/2023  23:08:32  5               13             0            1                 0
03/06/2023  23:08:33  5               14             0            1                 0
03/06/2023  23:08:34  5               13             0            1                 0
03/06/2023  23:08:35  5               14             0            1                 0
03/06/2023  23:08:36  5               14             0            1                 0
03/06/2023  23:08:37  5               14             0            1                 0
03/06/2023  23:08:38  5               14             0            1                 0
03/06/2023  23:08:39  5               14             0            1                 0
03/06/2023  23:08:40  5               14             0            1                 0
03/06/2023  23:08:42  5               13             0            1                 0
03/06/2023  23:08:43  5               14             0            1                 0
03/06/2023  23:08:44  5               14             0            1                 0
03/06/2023  23:08:45  5               13             0            1                 0
03/06/2023  23:08:46  5               13             0            1                 0
03/06/2023  23:08:47  5               14             0            1                 0
03/06/2023  23:08:48  5               14             0            1                 0
03/06/2023  23:08:49  5               14             0            1                 0
03/06/2023  23:08:50  5               13             0            1                 0
03/06/2023  23:08:51  5               14             0            1                 0
03/06/2023  23:08:52  5               13             0            1                 0
03/06/2023  23:08:53  5               14             0            1                 0
03/06/2023  23:08:55  5               14             0            1                 0
03/06/2023  23:08:56  5               14             0            1                 0
03/06/2023  23:08:57  5               13             0            1                 0
03/06/2023  23:08:58  5               14             0            1                 0
03/06/2023  23:08:59  5               13             0            1                 0
03/06/2023  23:09:00  5               14             0            1                 0
03/06/2023  23:09:01  5               14             0            1                 0
03/06/2023  23:09:02  5               14             0            1                 0
03/06/2023  23:09:04  5               14             0            1                 0
03/06/2023  23:09:05  5               14             0            1                 0
03/06/2023  23:09:06  5               14             0            1                 0
03/06/2023  23:09:07  5               14             0            1                 0
03/06/2023  23:09:08  5               14             0            1                 0
03/06/2023  23:09:09  5               14             0            1                 0
03/06/2023  23:09:10  5               14             0            1                 0
03/06/2023  23:09:11  5               14             0            1                 0
03/06/2023  23:09:12  5               14             0            1                 0
03/06/2023  23:09:13  5               14             0            1                 0
03/06/2023  23:09:14  5               14             0            1                 0
03/06/2023  23:09:15  5               14             0            1                 0
03/06/2023  23:09:16  5               14             0            1                 0
03/06/2023  23:09:17  5               14             0            1                 0
03/06/2023  23:09:18  5               14             0            1                 0
03/06/2023  23:09:19  5               14             0            1                 0
03/06/2023  23:09:20  5               14             0            1                 0
03/06/2023  23:09:21  5               14             0            1                 0
03/06/2023  23:09:22  5               14             0            1                 0
03/06/2023  23:09:23  5               14             0            1                 0
03/06/2023  23:09:24  5               14             0            1                 0
03/06/2023  23:09:25  5               14             0            1                 0
03/06/2023  23:09:27  5               14             0            1                 0
03/06/2023  23:09:28  5               14             0            1                 0
03/06/2023  23:09:29  5               14             0            1                 0
03/06/2023  23:09:30  5               14             0            1                 0
03/06/2023  23:09:31  5               14             0            1                 0
03/06/2023  23:09:32  5               14             0            1                 0
03/06/2023  23:09:33  5               14             0            1                 0
03/06/2023  23:09:34  5               14             0            1                 0
03/06/2023  23:09:35  5               14             0            1                 0
03/06/2023  23:09:36  5               14             0            1                 0
03/06/2023  23:09:37  5               14             0            1                 0
03/06/2023  23:09:38  5               14             0            1                 0
03/06/2023  23:09:39  5               14             0            1                 0
03/06/2023  23:09:40  5               14             0            1                 0
03/06/2023  23:09:41  5               14             0            1                 0
03/06/2023  23:09:42  5               14             0            1                 0
03/06/2023  23:09:43  5               14             0            1                 0
03/06/2023  23:09:44  5               14             0            1                 0
03/06/2023  23:09:45  5               14             0            1                 0
03/06/2023  23:09:46  5               14             0            1                 0
03/06/2023  23:09:47  5               14             0            1                 0
03/06/2023  23:09:49  5               14             0            1                 0
03/06/2023  23:09:50  5               14             0            1                 0
03/06/2023  23:09:51  5               14             0            1                 0
03/06/2023  23:09:52  5               14             0            1                 0
03/06/2023  23:09:53  5               14             0            1                 0
03/06/2023  23:09:54  5               14             0            1                 0
03/06/2023  23:09:55  5               14             0            1                 0
03/06/2023  23:09:56  5               14             0            1                 0
03/06/2023  23:09:57  5               14             0            1                 0
03/06/2023  23:09:58  5               14             0            1                 0
03/06/2023  23:09:59  5               14             0            1                 0
03/06/2023  23:10:00  5               14             0            1                 0
03/06/2023  23:10:01  5               14             0            1                 0
03/06/2023  23:10:02  5               14             0            1                 0
03/06/2023  23:10:03  5               14             0            1                 0
03/06/2023  23:10:04  5               14             0            1                 0
03/06/2023  23:10:05  5               14             0            1                 0
03/06/2023  23:10:06  5               14             0            1                 0
03/06/2023  23:10:07  5               14             0            1                 0
03/06/2023  23:10:08  5               14             0            1                 0
03/06/2023  23:10:09  5               14             0            1                 0
03/06/2023  23:10:10  5               14             0            1                 0
03/06/2023  23:10:12  5               14             0            1                 0
03/06/2023  23:10:13  5               14             0            1                 0
03/06/2023  23:10:14  5               14             0            1                 0
03/06/2023  23:10:15  5               14             0            1                 0
03/06/2023  23:10:16  5               14             0            1                 0
03/06/2023  23:10:17  5               14             0            1                 0
03/06/2023  23:10:18  5               14             0            1                 0
03/06/2023  23:10:19  5               14             0            1                 0
03/06/2023  23:10:20  5               14             0            1                 0
03/06/2023  23:10:21  5               14             0            1                 0
03/06/2023  23:10:22  5               14             0            1                 0
03/06/2023  23:10:30  5               14             0            1                 0
03/06/2023  23:10:31  5               14             0            1                 0
03/06/2023  23:10:33  5               14             0            1                 0
03/06/2023  23:10:34  5               14             0            1                 0
03/06/2023  23:10:35  5               14             0            1                 0
03/06/2023  23:10:36  5               14             0            1                 0
03/06/2023  23:10:37  5               14             0            1                 0
03/06/2023  23:10:38  5               14             0            1                 0
03/06/2023  23:10:39  5               14             0            1                 0
03/06/2023  23:10:41  5               14             0            1                 0
03/06/2023  23:10:42  5               14             0            1                 0
03/06/2023  23:10:43  5               14             0            1                 0
03/06/2023  23:10:44  5               14             0            1                 0
03/06/2023  23:10:45  5               14             0            1                 0
03/06/2023  23:10:46  5               14             0            1                 0
03/06/2023  23:10:47  5               14             0            1                 0
03/06/2023  23:10:48  5               14             0            1                 0
03/06/2023  23:10:50  5               14             0            1                 0
03/06/2023  23:10:51  6               15             0            1                 0
03/06/2023  23:10:52  6               15             0            1                 0
03/06/2023  23:10:53  6               15             0            1                 0
03/06/2023  23:10:54  6               15             0            1                 0
03/06/2023  23:10:55  6               15             0            1                 0
03/06/2023  23:10:56  6               15             0            1                 0
03/06/2023  23:10:58  6               15             0            1                 0
03/06/2023  23:10:59  6               15             0            1                 0
03/06/2023  23:11:00  7               15             0            1                 0
03/06/2023  23:11:01  7               15             0            1                 0
03/06/2023  23:11:02  7               15             0            1                 0
03/06/2023  23:11:03  7               15             0            1                 0
03/06/2023  23:11:06  7               16             0            1                 0
03/06/2023  23:11:06  7               15             0            1                 0
03/06/2023  23:11:07  7               15             0            1                 0
03/06/2023  23:11:08  7               15             0            1                 0
03/06/2023  23:11:09  6               15             0            1                 0
03/06/2023  23:11:10  7               15             0            1                 0
03/06/2023  23:11:11  7               15             0            1                 0
03/06/2023  23:11:12  7               15             0            1                 0
03/06/2023  23:11:13  7               15             0            1                 0
03/06/2023  23:11:14  7               15             0            1                 0
03/06/2023  23:11:15  7               15             0            1                 0
03/06/2023  23:11:16  7               15             0            1                 0
03/06/2023  23:11:17  7               15             0            1                 0
03/06/2023  23:11:18  7               15             0            1                 0
03/06/2023  23:11:19  7               15             0            1                 0
03/06/2023  23:11:20  7               15             0            1                 0
03/06/2023  23:11:21  7               15             0            1                 0
03/06/2023  23:11:22  7               15             0            1                 0
03/06/2023  23:11:23  7               15             0            1                 0
03/06/2023  23:11:24  7               15             0            1                 0
03/06/2023  23:11:25  7               15             0            1                 0
03/06/2023  23:11:26  7               15             0            1                 0
03/06/2023  23:11:27  7               15             0            1                 0
03/06/2023  23:11:28  7               15             0            1                 0
03/06/2023  23:11:29  7               15             0            1                 0
03/06/2023  23:11:31  7               15             0            1                 0
03/06/2023  23:11:32  7               15             0            1                 0
03/06/2023  23:11:33  7               15             0            1                 0
03/06/2023  23:11:34  7               15             0            1                 0
03/06/2023  23:11:35  7               15             0            1                 0
03/06/2023  23:11:36  7               15             0            1                 0
03/06/2023  23:11:37  7               15             0            1                 0
03/06/2023  23:11:38  7               15             0            1                 0
03/06/2023  23:11:39  7               15             0            1                 0
03/06/2023  23:11:40  7               15             0            1                 0
03/06/2023  23:11:41  7               15             0            1                 0
03/06/2023  23:11:42  7               15             0            1                 0
03/06/2023  23:11:43  7               15             0            1                 0
03/06/2023  23:11:44  7               15             0            1                 0
03/06/2023  23:11:45  7               15             0            1                 0
03/06/2023  23:11:46  7               15             0            1                 0
03/06/2023  23:11:47  7               15             0            1                 0
03/06/2023  23:11:48  7               15             0            1                 0
03/06/2023  23:11:49  7               15             0            1                 0
03/06/2023  23:11:50  7               15             0            1                 0
03/06/2023  23:11:51  7               15             0            1                 0
03/06/2023  23:11:52  7               15             0            1                 0
03/06/2023  23:11:53  7               16             0            1                 0
03/06/2023  23:11:54  7               16             0            1                 0
03/06/2023  23:11:56  7               16             0            1                 0
03/06/2023  23:11:57  7               16             0            1                 0
03/06/2023  23:11:58  7               16             0            1                 0
03/06/2023  23:11:59  7               16             0            1                 0
03/06/2023  23:12:00  7               16             0            1                 0
03/06/2023  23:12:01  7               16             0            1                 0
03/06/2023  23:12:02  7               16             0            1                 0
03/06/2023  23:12:03  7               16             0            1                 0
03/06/2023  23:12:04  7               16             0            1                 0
03/06/2023  23:12:05  7               16             0            1                 0
03/06/2023  23:12:06  7               15             0            1                 0
03/06/2023  23:12:07  7               15             0            1                 0
03/06/2023  23:12:08  7               15             0            1                 0
03/06/2023  23:12:09  7               15             0            1                 0
03/06/2023  23:12:10  7               16             0            1                 0
03/06/2023  23:12:11  7               15             0            1                 0
03/06/2023  23:12:12  7               16             0            1                 0
03/06/2023  23:12:13  7               15             0            1                 0
03/06/2023  23:12:14  7               16             0            1                 0
03/06/2023  23:12:15  7               16             0            1                 0
03/06/2023  23:12:16  7               16             0            1                 0
03/06/2023  23:12:17  7               16             0            1                 0
03/06/2023  23:12:18  7               16             0            1                 0
03/06/2023  23:12:20  7               15             0            1                 0
03/06/2023  23:12:21  7               15             0            1                 0
03/06/2023  23:12:22  7               16             0            1                 0
04/06/2023  10:05:36  7               15             0            1                 0
04/06/2023  10:05:38  7               15             0            1                 0
04/06/2023  10:05:39  4               13             0            1                 0
04/06/2023  10:05:42  4               13             0            1                 0
04/06/2023  10:05:43  4               13             0            1                 0
04/06/2023  10:05:44  4               13             0            1                 0
04/06/2023  10:05:45  4               13             0            1                 0
04/06/2023  10:05:46  4               13             0            1                 0
04/06/2023  10:05:46  4               13             0            1                 0
04/06/2023  10:05:47  4               13             0            1                 0
04/06/2023  10:05:48  4               13             0            1                 0
04/06/2023  10:05:49  4               13             0            1                 0
04/06/2023  10:05:50  4               12             0            1                 0
04/06/2023  10:05:51  4               13             0            1                 0
04/06/2023  10:05:52  4               13             0            1                 0
04/06/2023  10:05:53  4               13             0            1                 0
04/06/2023  10:05:54  4               13             0            1                 0
04/06/2023  10:05:55  4               13             0            1                 0
04/06/2023  10:05:56  4               13             0            1                 0
04/06/2023  10:05:57  4               13             0            1                 0
04/06/2023  10:05:58  4               13             0            1                 0
04/06/2023  10:05:59  4               13             0            1                 0
04/06/2023  10:06:00  4               13             0            1                 0
04/06/2023  10:06:01  4               13             0            1                 0
04/06/2023  10:06:02  4               13             0            1                 0
04/06/2023  10:06:03  4               12             0            1                 0
04/06/2023  10:06:04  4               12             0            1                 0
04/06/2023  10:06:05  4               13             0            1                 0
04/06/2023  10:06:06  4               12             0            1                 0
04/06/2023  10:06:08  4               12             0            1                 0
04/06/2023  10:06:09  4               12             0            1                 0
04/06/2023  10:06:10  4               13             0            1                 0
04/06/2023  10:06:11  4               12             0            1                 0
04/06/2023  10:06:12  4               12             0            1                 0
04/06/2023  10:06:13  4               13             0            1                 0
04/06/2023  10:06:14  4               12             0            1                 0
04/06/2023  10:06:15  4               13             0            1                 0
04/06/2023  10:06:16  4               12             0            1                 0
04/06/2023  10:06:17  4               13             0            1                 0
04/06/2023  10:06:18  4               12             0            1                 0
04/06/2023  10:06:19  4               13             0            1                 0
04/06/2023  10:06:20  4               13             0            1                 0
04/06/2023  10:06:21  4               13             0            1                 0
04/06/2023  10:06:22  4               13             0            1                 0
04/06/2023  10:06:23  4               13             0            1                 0
04/06/2023  10:06:24  4               13             0            1                 0
04/06/2023  10:06:26  4               13             0            1                 0
04/06/2023  10:06:27  4               13             0            1                 0
04/06/2023  10:06:28  4               13             0            1                 0
04/06/2023  10:06:29  4               13             0            1                 0
04/06/2023  10:06:30  4               13             0            1                 0
04/06/2023  10:06:32  4               13             0            1                 0
04/06/2023  10:06:33  4               13             0            1                 0
04/06/2023  10:06:34  4               13             0            1                 0
04/06/2023  10:06:35  4               12             0            1                 0
04/06/2023  10:06:36  4               13             0            1                 0
04/06/2023  10:06:38  5               13             0            1                 0
04/06/2023  10:06:39  4               13             0            1                 0
04/06/2023  10:06:40  5               13             0            1                 0
04/06/2023  10:06:41  4               13             0            1                 0
04/06/2023  10:06:42  4               13             0            1                 0
04/06/2023  10:06:43  5               13             0            1                 0
04/06/2023  10:06:44  4               13             0            1                 0
04/06/2023  10:06:45  4               13             0            1                 0
04/06/2023  10:06:46  4               13             0            1                 0
04/06/2023  10:06:47  4               13             0            1                 0
04/06/2023  10:06:48  4               13             0            1                 0
04/06/2023  10:06:49  4               13             0            1                 0
04/06/2023  10:06:50  5               13             0            1                 0
04/06/2023  10:06:51  59              11             0            1                 0
04/06/2023  10:06:52  59              11             0            1                 0
04/06/2023  10:06:53  63              11             0            1                 0
04/06/2023  10:06:55  68              11             0            1                 0
04/06/2023  10:06:57  58              11             0            1                 0
04/06/2023  10:06:58  58              11             0            1                 0
04/06/2023  10:06:59  58              11             0            1                 0
04/06/2023  10:07:00  65              10             0            1                 0
04/06/2023  10:07:02  59              10             0            1                 0
04/06/2023  10:07:03  54              11             0            1                 0
04/06/2023  10:07:04  2               11             0            1                 0
04/06/2023  10:07:05  2               11             0            1                 0
04/06/2023  10:07:06  2               11             0            1                 0
04/06/2023  10:07:08  2               11             0            1                 0
04/06/2023  10:07:09  2               11             0            1                 0
04/06/2023  10:07:10  2               11             0            1                 0
04/06/2023  10:07:11  2               11             0            1                 0
04/06/2023  10:07:12  2               11             0            1                 0
04/06/2023  10:07:13  2               11             0            1                 0
04/06/2023  10:07:14  2               11             0            1                 0
04/06/2023  10:07:15  2               11             0            1                 0
04/06/2023  10:07:16  2               11             0            1                 0
04/06/2023  10:07:17  2               11             0            1                 0
04/06/2023  10:07:19  2               11             0            1                 0
04/06/2023  10:07:20  2               11             0            1                 0
04/06/2023  10:07:22  2               11             0            1                 0
04/06/2023  10:07:23  2               11             0            1                 0
04/06/2023  10:07:24  2               11             0            1                 0
04/06/2023  10:07:25  2               11             0            1                 0
04/06/2023  10:07:26  2               11             0            1                 0
04/06/2023  10:07:27  2               11             0            1                 0
